premise_code,premise,address,premise_type,state,district
16406,FOOD COURT ( KOMPLEKS KOMUNITI PERNIAGAAN SENTUL ),"KOMPLEKS KOMUNITI PERNIAGAAN JLN 1/48A, BANDAR BARU SENTUL,51000 KUALA LUMPUR,",Foodcourt,W.P. Kuala Lumpur,Batu
16402,FOOD COURT ( LG MIDVALLEY CITY ),"LG FLOOR, MIDVALLEY CITYLINGKARAN SYED PUTRA59200 KUALA LUPMUR,",Foodcourt,W.P. Kuala Lumpur,Lembah Pantai
16433,FOOD COURT ( PASAR BESAR TAMAN TUN DR ISMAIL ),"PASAR BESAR TAMAN TUN DR ISMAIL, SEGAMBUT,",Foodcourt,W.P. Kuala Lumpur,Segambut
18224,FOOD COURT ( TESCO EXTRA CHERAS ),"GROUND FLOOR, TESCO EXTRA CHERAS,NO.2, JALAN MIDAH 2,TAMAN MIDAH",Foodcourt,W.P. Kuala Lumpur,Cheras
15875,FOOD COURT ( TESCO EXTRA SELAYANG ),"1ST FLOOR, TESCO EXTRA SELAYANG1081, JALAN IPOH,51200 SELAYANG, KUALA LUMPUR,",Foodcourt,W.P. Kuala Lumpur,Batu
14305,FOOD COURT ( TESCO KEPONG ),"TESCO KEPONG,",Foodcourt,W.P. Kuala Lumpur,Segambut
18364,FOOD COURT AEON,"FOOD COURT AEON LOT 8576 & 8577,JALAN KAMUNTING, 34000 TAIPING,PERAK,",Foodcourt,Perak,"Larut, Matang & Selama"
18582,FOOD COURT AEON CHERAS SELATAN,"AEON CHERAS SELATAN STORE, ARAS MEZZANINI,LEBUH TUN HUSSIEN ONN,43200 BALAKONG",Foodcourt,Selangor,Hulu Langat
327,FOOD COURT ALAMANDA (RASA) PRESINT 16,"ALAMANDA SHOPPING CENTRE, LOWER GROUND FLOOR,PRESINT 1, LOT LG 72-74, JALAN ALAMANDA,62000 PUTRAJAYA.",Foodcourt,W.P. Putrajaya,Wp Putrajaya
12768,"FOOD COURT ARENA, AEON TMN UNIVERSITI","FOOD COURT ARENA, AEON TMN UNIVERSITI, 4, JLN PENDIDIKAN, TMN UNIVERSITI, 81300 SKUDAI, JOHOR.,",Foodcourt,Johor,Johor Bahru
18375,FOOD COURT CMART,"NO 1, JALAN JATI, TINGKAT 2, KOMPLEKS PERNIAGAAN AMANJAYA08000 SG PETANI, KEDAH,",Foodcourt,Kedah,Kuala Muda
18366,FOOD COURT ECONSAVE,"FOOD COURT ECONSAVE KG 01, 02, 03 LOT 5830 JALAN PER SATU,KAWASAN PERUSAHAAN KAMUNTING,34600 KAMUNTING,PERAK.",Foodcourt,Perak,"Larut, Matang & Selama"
18415,FOOD COURT ECONSAVE AMPANG,"NO 2, JLN PERNIAGAAN AMPANG 4,PUSAT PERNIAGAAN AMPANG,31350 IPOH, PERAK",Foodcourt,Perak,Kinta
701,FOOD COURT FINANCIAL PARK,"GROUND FLOOR,FINANCIAL PARK COMPLEX,87000 W.P.LABUAN",Foodcourt,W.P. Labuan,Kawasan Bandar
2098,FOOD COURT GIANT HYPERMARKET,"FOOD COURT GIANT HYPERMARKET BAYAN BARU,78 JALAN TENGAH,BAYAN BARU",Foodcourt,Pulau Pinang,Barat Daya
18646,FOOD COURT GIANT HYPERMARKET,"NO.5, JALAN KILANG,OFF JALAN GENTING KELANG,TAMAN DANAU KOTA",Foodcourt,W.P. Kuala Lumpur,Setiawangsa
17912,FOOD COURT GIANT SEK 13,"LOT 2, PERSIARAN SUKAN,SEKSYEN 13,40100 SHAH ALAM, SELANGOR DARUL EHSAN",Foodcourt,Selangor,Petaling
18685,FOOD COURT GIANT TAMAN PERMATA,"LOT 13793 & 13796,JALAN CHANGKAT PERMATA,TAMAN PERMATA, 53300 KUALA LUMPUR",Foodcourt,Selangor,Gombak
18277,FOOD COURT HYPERMARKET AEON SERI MANJUNG,"PUSAT PERNIAGAAN MANJUNG POINT 3, SERI MANJUNG,32040 KAMPONG, PERAK,",Foodcourt,Perak,Manjung
18284,FOOD COURT INTERMARK MALL,"LOT NO. LC-10, INTERMARK MALL,THE INTERMARK,348, JALAN TUN RAZAK",Foodcourt,W.P. Kuala Lumpur,Titiwangsa
16165,FOOD COURT LANGKAWI PARADE,"TINGKAT 3 LANGKAWI PARADE, 07000 KUAH, LANGKAWIKEDAH,",Foodcourt,Kedah,Langkawi
18430,FOOD COURT LOTUS'S BERCHAM (IPOH),"NO 2, LALUAN TASEK TIMUR 6,TAMAN TASEK INDRA, OFF JLN KG.BERCHAM,31400 IPOH, PERAK",Foodcourt,Perak,Kinta
16452,FOOD COURT PUSAT PENJAJA BANDAR SRI PERMAISURI,"C-4,C-6, FOOD COURT PUSAT PENJAJABANDAR SRI PERMAISURITINGKAT 1, LOT PT 6/52, JALAN SRI PERMAISURI 1BANDAR SRI PERMAISURI56000 KUALA LUMPUR,",Foodcourt,W.P. Kuala Lumpur,Bandar Tun Razak
15648,FOOD COURT SOGO,"6TH FLOOR, KOMPLEKS PERNAS SOGONO.190, JLN TUANKU ABDUL RAHMAN,50100 KUALA LUMPUR,",Foodcourt,W.P. Kuala Lumpur,Bukit Bintang
18365,FOOD COURT TESCO,"FOOD COURT TESCOLOT 38, JALAN ISTANA LARUT,34000 TAIPING, PERAK,",Foodcourt,Perak,"Larut, Matang & Selama"
16217,FOOD COURT TESCO LAGENDA HEIGHT,"NO. 300, JALAN LAGENDA 1, LAGENDA HEIGHTS, 08000 SG. PETANI, KEDAH.,",Foodcourt,Kedah,Kuala Muda
18584,FOOD COURT TESCO SEMENYIH,"LOT FC 2, TESCO SEMENYIH, TINGKAT 1,NO 1, JALAN TPS 1/1,TAMAN PELANGI SEMENYIH, 43500 SEMENYIH, SELANGOR",Foodcourt,Selangor,Hulu Langat
14825,FOOD COURT TESCO SERI ALAM,"PTD 111515 JALAN RINTING MASAI, 81750 MASAI, JOHOR,",Foodcourt,Johor,Johor Bahru
18294,FOOD COURT TESCO SETIA ALAM,"2, JALAN SETIA PRIMA U13/3,SETIA ALAM,40170 SHAH ALAM, SELANGOR",Foodcourt,Selangor,Klang
16311,FOOD COURT TG API,"TG. API25000 KUANTAN PAHANG,",Medan Selera,Pahang,Kuantan
15975,FOOD COURT TMC (MESRA MALL),"MESRA MALL,24300 KERTEH,KEMAMAN, TERENGGANU",Foodcourt,Terengganu,Kemaman
18632,FOOD COURT UTC KERAMAT MALL,"KOMPLEKS PERNIAGAAN KERAMAT MALL,JALAN DATOK KERAMAT,",Foodcourt,W.P. Kuala Lumpur,Titiwangsa
18638,FOOD EMPIRE ( MYTOWN ),"LOT NO.L3-021 & L3-E 021, LEVEL 3 MYTOWN SHOPPING CENTRE,NO.6, JALAN COCHRANE, SEKSYEN 90,",Foodcourt,W.P. Kuala Lumpur,Cheras
17917,FOODCOURT  TESCO HYPERMARKET RAWANG,"TESCO HYPERMARKET RAWANG,NO 1, JALAN RAWANG,48000 RAWANG",Foodcourt,Selangor,Rawang
18278,FOODCOURT ECONSAVE SERI ISKANDAR,"WADI AKWA ENTERPRISEKD FC-01 ECONSAVE CASH & CARRY SDN. BHD.,PERSIARAN SERI ISKANDAR PRIMA 2,32610 SERI ISKANDAR,PERAK.",Foodcourt,Perak,Manjung
18399,FOODCOURT GIANT,"FOODCOURT GIANT, TINGKAT 2 KULIM CENTRE, 09000 KULIM KEDAH,",Foodcourt,Kedah,Kulim
18286,FOODCOURT IOI CITY MALL,"L2-32 & 37,IOI CITY MALL,LEBUH IRC, IOI RESORT CITY,62502 PUTRAJAYA",Foodcourt,W.P. Putrajaya,Wp Putrajaya
18383,FOODCOURT LANGKAWI FAIR,"LANGKAWI FAIR SHOPPING MALL,JALAN PERSIARAN PUTRA,07000 LANGKAWI, KEDAH,",Foodcourt,Kedah,Langkawi
17169,FOODCOURT MYDIN,"KERIAN SENTRAL MALL,LOT 23252 , JALAN SEKOLAH,34200 PARIT BUNTAR , PERAK.",Foodcourt,Perak,Kerian
18072,FOODCOURT PASAR RIA BELAWEI,"KAMPUNG BELAWAI, 96150 TANJUNG MANIS, SARAWAK,",Foodcourt,Sarawak,Tanjung Manis
17499,FOODCOURT RIA,"NO. 23, MEDAN RIA SETIARAJA, TAMAN BOULEVARD SETIARAJA, JALAN SETIARAJA,96400 MUKAH,SARAWAK,",Foodcourt,Sarawak,Mukah
16504,FOODCOURT TAMAN FREE SCHOOL,"JALAN FREE SCHOOL,TAMAN FREE SCHOOL,10460 PULAU PINANG.,",Foodcourt,Pulau Pinang,Timur Laut
17966,FOODCOURT TESCO,"TESCO NILAI, NO.1,JLN BBN 1/3,PUTRA NILAI,71800 NILAI, N.SEMBILAN,",Foodcourt,Negeri Sembilan,Seremban
17317,FOODCOURT TESCO (JITRA),"PT1068, KOMPLEKS PERNIAGAAN AMAN,JITRAKEDAH DARUL AMAN,",Foodcourt,Kedah,Kubang Pasu
16500,FOODCOURT TESCO DESA TEBRAU,"NO. 1, PERSIARAN DESA TEBRAU, TAMAN DESA TEBRAU, 81100 JOHOR BHARU,",Foodcourt,Johor,Johor Bahru
15623,FOODCOURT TESCO EXTRA SUNGAI DUA,"NO. 675, JALAN SUNGAI DUA,11700 SUNGAI DUA, PULAU PINANG,",Foodcourt,Pulau Pinang,Barat Daya
16332,FOODCOURT TESCO KUALA SELANGOR,"NO. 2, JALAN TIARA 1,JALAN MEDAN NIAGA 2,45000 KUALA SELANGOR, SELANGOR",Foodcourt,Selangor,Kuala Selangor
17289,FOODCOURT TESCO KULIM,"LEMBAH IMPIANA 09000 KULIM,",Foodcourt,Kedah,Kulim
15694,FOODCOURT TESCO MERGONG,"BANDAR BARU MERGONG,05150 ALOR SETAR, KEDAH.,",Foodcourt,Kedah,Kota Setar
18321,FOODCOURT TESCO SAUJANA IMPIAN,"TESCO STORES (MALAYSIA) SDN BHD, LOT 37820 & 11196,MUKIM KAJANG,43000 SAUJANA IMPIAN",Foodcourt,Selangor,Hulu Langat
18243,FOODCOURT TESCO SEKSYEN 13,"TESCO SEKSYEN 13,3, JALAN AEROBIK 13/43,SEKSYEN 13, 40100 SHAH ALAM, SELANGOR",Foodcourt,Selangor,Petaling
18314,FOODCOURT U SENTRAL,"KEDAI SELERA MANIS ENTERPRISE & FISMK CATERING,                                                                                 U SENTRAL SEGAMAT,85000 SEGAMAT JOHOR,U CENTRAL SEGAMAT,",Foodcourt,Johor,Segamat
22058,FOODTOWN KOLOMBONG,"2,2,",Pasar Mini,Sabah,Kota Kinabalu
6437,FOOK LONG HIN,"NO. 21, GROUND FLOOR, JALAN BATU NIAH,98200 BATU NIAH, SARAWAK,",Pasar Mini,Sarawak,Batu Niah
18654,FOON LOK RESTAURANT,"23, JALAN MALINJA 2,TAMAN BUNGA RAYA,SETAPAK",Restoran Cina,W.P. Kuala Lumpur,Wangsa Maju
13081,FRESCO (MUAR) SDN BHD,"JALAN ARAB ,PEKAN MUAR,84000 MUAR,JOHOR",Pasar Raya / Supermarket,Johor,Muar
21519,FRESCO JASIN,"Jasin Shopping Centre, 2982, Jalan Melaka,,Pusat Bandar Baru, 77000 Jasin, Melaka,",Pasar Raya / Supermarket,Melaka,Jasin
2772,FRESCO MERLIMAU,"JB 7000-7004,TAMAN MEWAH, JALAN JASIN,77300 MERLIMAU, MELAKA",Pasar Raya / Supermarket,Melaka,Jasin
2687,FRESCO N CONVENIENT RETAIL (REMBAU) SDN BHD,"36-39,TAMAN REMBAU JAYA,71300 REMBAU, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Rembau
20730,FRESH & PAY DESA WIRA,"K&L FARMING INDUSTRIES SDN BHD,NO 66-69, LOT 6555-6556, GROUND FLOOR BLOCK 225 KUCHING NORTH DISTRICT (SUBLOT 4-7) IXORA RESIDENCE,JALAN DESA WIRA 93250, KUCHING SARAWAK.",Pasar Mini,Sarawak,Kuching
14531,FRESH & PAY PADAWAN,"SUBLOT 32-37, LOT 2241-2246,M10 COMMERCIAL CENTRE, 10TH MILE,",Pasar Mini,Sarawak,Kota Padawan
21433,FRESH GROCER PLT,"NO 3104-C, JALAN KAMPAR,,LANGKAP,",Kedai Runcit,Perak,Hilir Perak
20911,FRESH HUB (BANDAR PUTRA KULAI),"3099 JALAN MERBAU 1,BANDAR PUTRA,",Pasar Mini,Johor,Johor Bahru
21901,FRESH HUB TAMAN PULAI UTAMA,"41A, JALAN PULAI 23,TAMAN PULAI UTAMA,SKUDAI",Pasar Mini,Johor,Johor Bahru
20933,FRESH HUB TRADING SDN BHD,"NO 135-1 - 135-5 JALAN ANGGERIK 2/1,TAMAN ANGGERIK,81440 BANDAR TENGGARA",Pasar Raya / Supermarket,Johor,Kota Tinggi
20824,FRESH MART (JLN TOH SYAHBAND) SDN BHD,"NO 5,8-9, JALAN TOH SYAHBANDAR,BANDAR BARU D'GERIK,",Pasar Raya / Supermarket,Perak,Hulu Perak
18245,FRESH MART BRO & SIS SDN BHD,"NO. 1-5, PLAZA KAMPUNG TEMUSU,PULAI, BALING, KEDAH DARUL AMAN,",Pasar Mini,Kedah,Baling
21942,FRESH N GO GROCER,"LOT 344A,TAMAN SRI PANTAI,",Pasar Mini,Johor,Mersing
21873,FRESHMART COLD STORAGE,"LOT 459, TINGKAT BAWAH,JALAN LIAW SIEW ANN,",Kedai Runcit,Sarawak,Lawas
18167,FRIEND MINI MART,"GROUND FLOOR, LOT NO.1,INANAM POINT, BLOCK L, INANAM COMMERCIAL CENTRE,88450 KOTA KINABALU, SABAH.",Kedai Runcit,Sabah,Kota Kinabalu
21234,FRIENDLY BEST MART (TEMENGGONG) SDN BHD,"NO. 9 TINGKAT BAWAH,JALAN SERI TEMENGGONG 26/1,TAMAN SERI TEMENGGONG",Pasar Mini,Johor,Muar
11772,FRIENDLY SUPERMARKET,"72, LORONG TAPAH 1,BANDAR SARIKEI,SARIKEI",Pasar Raya / Supermarket,Sarawak,Sarikei
21025,FT MINI MARKET,"NO 17 (BAWAH),BGN LKNP,JLN BESAR,BENTA",Pasar Mini,Pahang,Lipis
862,FUNG MEI NYEN RESTAURANT,"TW.D.T. NO 78,BLOK A, LOT 3,89657 TAMBUNAN, SABAH.",Restoran Cina,Sabah,Tambunan
21977,FUNG MING MARKET (SANDAKAN) SDN BHD (SIBUGA JAYA),"LOT 5, BLOK B,,TINGKAT BAWAH & SATU,",Pasar Raya / Supermarket,Sabah,Sandakan
18419,FYE HOONG,"JALAN 7,31900 KAMPAR, PERAK,",Restoran Cina,Perak,Kampar
10750,G - MART SUPERMARKET (SAJ HEN FUNG),"LOT E 3A, LOT 5 & 6,BANDAR MUTIARA,JALAN HOSPITAL,",Pasar Raya / Supermarket,Sabah,Semporna
20868,G MART GROCER,"1727-E, JALAN LORONG HJ. SU,KUALA TERENGGANU,",Kedai Runcit,Terengganu,Kuala Terengganu
17952,G NOODLES (FOODCOURT GIANT),"FC 4, GIANT KANGARTAMAN PUTRA UTAMA,JALAN RAJA SYED ALWI,01000 KANGAR, PERLIS",Foodcourt,Perlis,Kangar
14863,G*MART KENINGAU,"KENINGAU MALL,JLN MASAK SPUR (GR. FLOOR MALL),89000 KENINGAU, SABAH",Pasar Raya / Supermarket,Sabah,Keningau
20821,G.L.R STORE,"NO 27,HALAMAN PASAR,",Kedai Runcit,Perak,"Larut, Matang & Selama"
21531,GADEK MINI MARKET,"GD 113,TAMAN SRI GADEK,78000, ALOR GAJAH, MELAKA,",Pasar Mini,Melaka,Alor Gajah
21719,GAERAI RUNCIT LEONG KEE,"65, PASAR BESAR,PASAR BESAR RAUB,",Kedai Runcit,Pahang,Raub
18344,GAFU SUPERMARKET (MUKAH),"NO. 1-6, PHASE 4,MUKAH NEWTOWNSHIP EXTENTION,96400 MUKAH, SARAWAK",Pasar Raya / Supermarket,Sarawak,Mukah
4619,GAMBANG EKONOMI MINI MARKET,"NO C-151, BATU 19 1/4,JALAN KUANTAN-MARAN,KUANTAN, GAMBANG",Pasar Mini,Pahang,Kuantan
21542,GAYU MART SONG,"LOT 107,SONG TOWN DISTRICT,NO.22,JALAN LING CHAI TOH,",Kedai Runcit,Sarawak,Song
21536,GC FRESHMART,"JC 3486 & 3487, Jalan Jasin Perdana 1,,TAMAN JASIN PERDANA, 77200 Bemban, Melaka,",Pasar Mini,Melaka,Jasin
11513,GCH RETAIL (MALAYSIA) SDN. BHD.,"H.S (D) 6917, LOT PT 1485,JALAN PADANG HILIRAN,KUALA TERENGGANU",Hypermarket,Terengganu,Kuala Terengganu
16084,GELANGGANG KENYALANG,"GELANGGANG KENYALANG,96800 KAPIT,SARAWAK.,",Foodcourt,Sarawak,Kapit
925,GEMAS CURRY POINT,"NO. 13,JALAN STATION,73400 GEMAS, N. SEMBILAN",Restoran India Muslim,Negeri Sembilan,Gemas
20847,GEMILANG SPEED MART PANJI ALAM,"1759-D, JALAN PANJI ALAM,KAMPUNG NIBONG,KUALA TERENGGANU",Kedai Runcit,Terengganu,Kuala Terengganu
21981,GEMILANG SUPERMARKET (MIDTOWN),"LOT 20-26, BLOK D,JALAN LINTAS UTARA,",Pasar Raya / Supermarket,Sabah,Sandakan
21960,GEMILANG SUPERMARKET (TAWAU),"Tawau,Tawau,",Pasar Raya / Supermarket,Sabah,Kalabakan
17854,GENTINGMAS MALL,"BANDAR SRI INDAH,91000 TAWAU,",Pasar Raya / Supermarket,Sabah,Tawau
21215,GENTINGMAS MALL SDN BHD,"LOT 1 & 2 MDLD 2933 & MDLD 2934,DAM INDUSTRIAL CENTRE MILE 1.5,DAM ROAD LAHAD DATU",Kedai Runcit,Sabah,Lahad Datu
21974,GENTINGMAS MALL SDN BHD (BANDAR PERDANA),"LOT 60-95, BLOK H-K,,BANDAR FAJAR PERDANA,",Hypermarket,Sabah,Sandakan
18465,GENTINGMAS MALL SDN. BHD,"JALAN PRYER,PUSAT BANDAR SANDAKAN,90000 SANDAKAN, SABAH.",Hypermarket,Sabah,Sandakan
18428,GERAI CHE' SITI,"NO 3 & 4, GERAI PLB, JLN AHMAD BOESTAMAM,35800 SLIM RIVER, PERAK,",Medan Selera,Perak,Muallim
18592,GERAI CIK NORLIA,"P23, PASAR SEKSYEN 14,TINGKAT ATAS,46100 PETALING JAYA, SELANGOR",Medan Selera,Selangor,Petaling Jaya
18113,GERAI GLB-3 HENTIAN R&R CHENEH,"HENTIAN R&R CHENEH,BANDAR CHENEH BARU,24000 KEMAMAN",Medan Selera,Terengganu,Kemaman
15879,GERAI JAB. KERJA RAYA,"JLN GUDANG UBAT, 85000 SEGAMAT, JOHOR.,",Foodcourt,Johor,Segamat
18214,GERAI KAK MAH,"NO. 2, GERAI MAKAN KOMPLEKS AYAM,KAMPUNG TAMAN TASIK,26500 MARAN, PAHANG,",Medan Selera,Pahang,Maran
2193,GERAI MAKAN & MINUM Y&H,"NO.13, MEDAN SELERA,72000 K.PILAH, N.SEMBILAN,",Medan Selera,Negeri Sembilan,Kuala Pilah
1465,GERAI MAKAN ROHAIZAN,"KG. BERDANG,JELI, KELANTAN.,",Restoran Melayu,Kelantan,Jeli
16637,"GERAI MAKANAN & MINUMAN NIZAM, SUNGAI SIPUT","LOT 3686,KG. SALAK STESEN,SALAK UTARA,31100 SUNGAI SIPUT (U), PERAK,",Restoran Melayu,Perak,Kuala Kangsar
18560,GERAI MAKANAN DAN MINUMAN (HAMDIZA BINTI MUHAMMAD),"NO.5, GERAI BERKUNCI 32 UNIT, MAJLIS DAERAH SRI AMAN,",Medan Selera,Sarawak,Sri Aman
18406,GERAI MASAKAN MELANAU,"NO.1, JALAN PASAR, 96400 MUKAHSARAWAK.,",Medan Selera,Sarawak,Mukah
18334,GERAI MDYP,"TMN SEMBRONG BARAT, 83700 YONG PENG, JOHOR,",Medan Selera,Johor,Batu Pahat
17108,GERAI MPKU (MEDAN SELERA),"BATU 19,KEDAI MPKU KULAI,",Medan Selera,Johor,Johor Bahru
17750,GERAI NO. 3: FATIMAH HAJI MAWI,"TAMAN SEROJA,98000 MIRI, SARAWAK,",Medan Selera,Sarawak,Miri
9238,"GERAI NO. 45,46,48,53,54&55","TERMINAL BAS  SEGAMAT,JALAN ABDULLAH,85000 SEGAMAT JOHOR",Medan Selera,Johor,Segamat
16579,GERAI NO. 6: SHARIFAH NUR CATERING,"TAMAN SEROJA,98000 MIRI, SARAWAK,",Medan Selera,Sarawak,Miri
17999,GERAI NO.1,"CAMERON TOM YAM DAN MAKANAN LAUT, MEDAN PELANGKUNG, 39100 BRINCHANG, PAHANG,",Medan Selera,Pahang,Cameron Highlands
18175,GERAI SELERA PANTAI TIMOR,"NO. 4, TAMAN SELERA SUNGAI LEREKSETIU, TERENGGANU,",Medan Selera,Terengganu,Setiu
18412,GERAI SRI KARANGAN,"LOT. 2, MEDAN SELERA PEKAN TENOM,",Medan Selera,Sabah,Tenom
2315,GERAKAN BELIA 4B,"GERAI NO. 4,FELDA SERTING HILIR 6,72120 BAHAU,N.SEMBILAN",Medan Selera,Negeri Sembilan,Bahau
21070,GFRESH MART S/B,"LOT 921 BINATANG TOWN DISTRICT,LOT 274 BINATANG TOWN DISTRICT,",Pasar Raya / Supermarket,Sarawak,Meradong
21650,GFRESH MART SDN. BHD (JAKAR),"SUBLOT 2 TO 8 (SURVEY LOT 785 TO LOT 791),BEING PART OF LOT 552 BLOCK 106,,SARIKEI LAND DISTRICT, JAKAR ROAD,",Pasar Raya / Supermarket,Sarawak,Sarikei
1872,GHULAM SUPERSTORE,"NO. 20, JLN DATU MARDAN, POST BOX NO.2, 89157 KOTA BELUD,",Pasar Mini,Sabah,Kota Belud
3318,GIANT BATU CAVES,"GCH RETAIL MALAYSIA SDN BHD (667035-P)LOT 10243,JALAN BATU CAVES, BANDAR SELAYANG, DAERAH GOMBAK,68100 SELANGOR",Hypermarket,Selangor,Gombak
5343,GIANT BUKIT ANTARABANGSA,"LOT 369(PT 3429),JALAN WANGSA UKAY, TAMAN WANGSA UKAY, MUKIM ULU KLANG,68000 SELANGOR.",Hypermarket,Selangor,Gombak
6525,GIANT BUKIT TINGGI,"LOT 83191 & 8392,PERSIRAN BATU NILAM, BANDAR BUKIT TINGGI 1, JALAN LANGAT,41200 KLANG, SELANGOR DARUL EHSAN",Hypermarket,Selangor,Klang
16296,GIANT FOOD COURT,"PASARAYA GIANT,JLN TANAH PUTIH25000 KUANTANPAHANG,",Foodcourt,Pahang,Kuantan
17624,GIANT HYPERMARKET ( SETAPAK ),"NO.5, JALAN KILANG,OFF JALAN GENTING KELANG,",Hypermarket,W.P. Kuala Lumpur,Setiawangsa
1980,GIANT HYPERMARKET BAYAN BARU,"NO 78,JALAN TENGAH BAYAN BARU,11900 BAYAN LEPAS, PULAU PINANG.",Hypermarket,Pulau Pinang,Barat Daya
14795,GIANT HYPERMARKET KELANA JAYA,"NO 33 JALAN SS6/12,SS6 KELANA JAYA,47301 PETALING JAYA,SELANGOR",Hypermarket,Selangor,Petaling Jaya
9214,GIANT HYPERMARKET KOTA DAMANSARA,"NO 16, JALAN PJU 5/1,KOTA DAMANSARA, PJU 5,47810 PETALING JAYA",Hypermarket,Selangor,Petaling Jaya
2158,GIANT HYPERMARKET LEISURE MALL,"LOT 1.01 & B1.01, PELANGI LEISURE MALL,JALAN SERAMPANG, TAMAN PELANGI,80400 JOHOR",Hypermarket,Johor,Johor Bahru
864,GIANT HYPERMARKET PLENTONG,"NO.3 JALAN MASAI LAMA,MUKIM PLENTONG,81750 MASAI JOHOR",Hypermarket,Johor,Johor Bahru
21854,GIANT HYPERMARKET SOUTHERN CITY,"NO. 3, JALAN SURIA 19,TAMAN SURIA,",Hypermarket,Johor,Johor Bahru
2028,GIANT HYPERMARKET TAMPOI,"LOT 54, JALAN SKUDAI,JALAN SKUDAI,81200 TAMPOI, JOHOR.",Hypermarket,Johor,Johor Bahru
17671,GIANT JERTEH MALL,"LOT 6000,PUSAT BANDAR JERTEH,22000 JERTEH, TERENGGANU.",Hypermarket,Terengganu,Besut
14662,GIANT KEMUNING UTAMA,"NO 3,JALAN KEMUNING PRIMA E33/E KEMUNING UTAMA, SEKSYEN 33,40400 SHAH ALAM, SELANGOR.",Hypermarket,Selangor,Petaling
4337,GIANT KINRARA,"LOT 449,JALAN BK 5A/1, BANDAR KINRARA,47180 PUCHONG SELANGOR.",Hypermarket,Selangor,Petaling
14664,GIANT KLANG SENTRAL,"NO 2 PERSIARAN KLANG SENTRAL 4,TAMAN KLANG SENTRAL,41050 KLANG, SELANGOR.",Hypermarket,Selangor,Klang
12002,GIANT KUANTAN,"LOT 5197,JALAN TANAH PUTIH,SEKSYEN 124, MUKIM KUALA KUANTAN,",Hypermarket,Pahang,Kuantan
16797,GIANT KULIM,"NO 1-1 A-1, SHOPPING CENTRE LOT 1,JALAN KLC 1, KULIM LANDMARK CENTRE,09000 KULIM, KEDAH.",Hypermarket,Kedah,Kulim
21739,GIANT MINI (JUTARIA GEMILANG SDN BHD),"30 JALAN 3/109C TAMAN ABADI INDAH,TAMAN DESA,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Seputeh
21439,GIANT MINI BANDAR BARU SENTUL,"NO. 43-0-5, JALAM 1/48A,BANDAR BARU SENTUL,",Pasar Mini,W.P. Kuala Lumpur,Batu
22154,GIANT MINI BANGI SEKSYEN 3,"NO 8 JALAN 3/69,,BANDAR BARU BANGI,",Pasar Mini,Selangor,Hulu Langat
22005,GIANT MINI KLTS,"92-G PLAZA KL TRADERS SQUARE BLOCK A,JALAN GOMBAK KAMPUNG KUANTAN,",Pasar Mini,W.P. Kuala Lumpur,Wangsa Maju
21282,GIANT MINI KOTA DAMANSARA,"NO 1 JALAN CECAWI 6/19A,,SEKSYEN 6 KOTA DAMANSARA, 47810 PETALING JAYA,",Pasar Mini,Selangor,Petaling Jaya
21438,GIANT MINI MAXIM CITYLIGHTS,"NO. S-G-G05, MAXIM CITYLIGHTS SENTUL,NO. 25, JALAN SENTUL PERDANA,",Pasar Mini,W.P. Kuala Lumpur,Batu
21455,GIANT MINI MEDAN RAMPAI NIAGA,"NO. 51, JALAN RAMPAI NIAGA 5,MEDAN NIAGA RAMPAI,",Pasar Mini,W.P. Kuala Lumpur,Setiawangsa
21608,GIANT MINI PLAZA DWITASIK,"39, Jalan Dwitasik 1,Dataran Dwitasik Cheras, 56000 Kuala Lumpur,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bandar Tun Razak
168,GIANT NILAI,"PT 6367,JALAN BBN 3/1PUTRA NILAI,71800 NILAI, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
21821,GIANT NILAI,"PT 6367, JALAN BBN 1/3, BANDAR BARU NILAI,NILAI,",Hypermarket,Negeri Sembilan,Seremban
4387,GIANT PENANG PLAZA,"GROUND FLOOR PENANG PLAZA,126 JALAN BURMA,GEORGETOWN",Pasar Raya / Supermarket,Pulau Pinang,Timur Laut
11793,GIANT PUTRA HEIGHTS,"NO. 3,PERSIARAN PUTRA PERDANA, PUTRA HEIGHTS,47650 SUBANG JAYA,SELANGOR",Hypermarket,Selangor,Petaling
5895,GIANT SEKSYEN 13,"LOT 2,PERSIARAN SUKAN SEKSYEN 13,40100 SHAH ALAM, SELANGOR DARUL EHSAN.",Hypermarket,Selangor,Petaling
3336,GIANT SEKSYEN 7 SHAH ALAM,"GROUND FLOOR KOMERSIAL BLOK A PUSAT KOMERSIAL,NO.2, JALAN PLUMBUM T 7/T, SEKSYEN 7,40000 SHAH ALAM, SELANGOR",Pasar Raya / Supermarket,Selangor,Petaling
11509,GIANT SENAWANG,"LOT 571,JALAN SENAWANG, TAMAN KOMERSIAL SENAWANG,70450, SENAWANG, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
